taxon	sequenceID	name	full_name	subfamily	genus	clade_ns	subclade_ns	clade_vp	subclade_vp	isolate	host_sci_name	sample_date	country
alignment/AL_UNC_DEPENDO_ROOT_VP/member/fasta-refseqs-dependo-epv/dependo.3-lagomorpha	dependo.3-lagomorpha	dependo.3-lagomorpha	dependo.3-lagomorpha	Parvovirinae	Dependoparvovirus	Dependo3	Glires	Dependo3	Dependo_B	-	-	-	-
alignment/AL_UNC_DEPENDO_ROOT_VP/member/fasta-refseqs-dependo-epv/dependo.36-phyllostomidae	dependo.36-phyllostomidae	dependo.36-phyllostomidae	dependo.36-phyllostomidae	Parvovirinae	Dependoparvovirus	Dependo2	Lemuria	Dependo2	Lemuria	-	-	-	-
alignment/AL_UNC_DEPENDO_ROOT_VP/member/fasta-refseqs-dependo-epv/dependo.4-rhinocerotidae	dependo.4-rhinocerotidae	dependo.4-rhinocerotidae	dependo.4-rhinocerotidae	Parvovirinae	Dependoparvovirus	Dependo2	Lemuria	Dependo2	Lemuria	-	-	-	-
alignment/AL_UNC_DEPENDO_ROOT_VP/member/ncbi-refseqs-dependo/DQ813647	DQ813647	AAV12	Adeno-associated virus 12	Parvovirinae	Dependoparvovirus	Dependo3	Dependoparvovirus-A	Dependo3	Dependoparvovirus-C	-	Homo sapiens	-	USA
alignment/AL_UNC_DEPENDO_ROOT_VP/member/ncbi-refseqs-dependo/FJ688147	FJ688147	AAVpo1	Adeno-associated virus Po1	Parvovirinae	Dependoparvovirus	Dependo3	Dependoparvovirus-B	Dependo3	Porcine	-	Sus scrofa	-	Canada
alignment/AL_UNC_DEPENDO_ROOT_VP/member/ncbi-refseqs-dependo/LY408697	LY408697	AAV10	Adeno-associated virus 11	Parvovirinae	Dependoparvovirus	Dependo3	Dependoparvovirus-A	Dependo3	Dependoparvovirus-A	-	Homo sapiens	-	-
alignment/AL_UNC_DEPENDO_ROOT_VP/member/ncbi-refseqs-dependo/MF416383	MF416383	Mouse-AAV1	Mouse adeno associated virus 1	Parvovirinae	Dependoparvovirus	Dependo3	Rodent	Dependo3	Rodent	MAAV1/NYC/Manhattan/poolF1	Mus musculus	-	USA
alignment/AL_UNC_DEPENDO_ROOT_VP/member/ncbi-refseqs-dependo/MK026553	MK026553	Marsupial-AAV	Marsupial adeno-associated virus 1	Parvovirinae	Dependoparvovirus	Dependo4	Marsupial	Dependo4	Marsupial	ex.mar.AAV1	Macropus eugenii	-	Australia
alignment/AL_UNC_DEPENDO_ROOT_VP/member/ncbi-refseqs/NC_001401	NC_001401	AAV2	Adeno-associated virus 2	Parvovirinae	Dependoparvovirus	Dependo3	Dependo-A	Dependo3	Dependo-A	-	Homo sapiens	-	-
alignment/AL_UNC_DEPENDO_ROOT_VP/member/ncbi-refseqs-dependo/NC_001729	NC_001729	AAV3	Adeno-associated virus 3	Parvovirinae	Dependoparvovirus	Dependo3	Dependoparvovirus-A	Dependo3	Dependoparvovirus-A	-	Homo sapiens	-	-
alignment/AL_UNC_DEPENDO_ROOT_VP/member/ncbi-refseqs-dependo/NC_001829	NC_001829	AAV4	Adeno-associated virus 4	Parvovirinae	Dependoparvovirus	Dependo3	Dependoparvovirus-A	Dependo3	Dependoparvovirus-C	ATCC VR-646	Homo sapiens	-	-
alignment/AL_UNC_DEPENDO_ROOT_VP/member/ncbi-refseqs-dependo/NC_002077	NC_002077	AAV1	Adeno-associated virus 1	Parvovirinae	Dependoparvovirus	Dependo3	Dependoparvovirus-A	Dependo3	Dependoparvovirus-A	-	Homo sapiens	-	-
alignment/AL_UNC_DEPENDO_ROOT_VP/member/ncbi-refseqs-dependo/NC_006147	NC_006147	MDPV	Muscovy duck parvovirus	Parvovirinae	Dependoparvovirus	Dependo2	Galloanserae	Dependo2	Galloanserae	-	Cairina moschata	-	-
alignment/AL_UNC_DEPENDO_ROOT_VP/member/ncbi-refseqs-dependo/NC_006148	NC_006148	SnakePV	Snake parvovirus 1	Parvovirinae	Dependoparvovirus	Dependo1	Sauria	Dependo1	Sauria	-	Python regius	-	Germany
alignment/AL_UNC_DEPENDO_ROOT_VP/member/ncbi-refseqs-dependo/NC_006152	NC_006152	AAV5	Adeno-associated virus 5	Parvovirinae	Dependoparvovirus	Dependo3	Dependoparvovirus-B	Dependo3	Dependoparvovirus-B	-	Homo sapiens	-	-
alignment/AL_UNC_DEPENDO_ROOT_VP/member/ncbi-refseqs-dependo/NC_006260	NC_006260	AAV7	Adeno-associated virus 7	Parvovirinae	Dependoparvovirus	Dependo3	Dependoparvovirus-A	Dependo3	Dependoparvovirus-A	-	Homo sapiens	-	-
alignment/AL_UNC_DEPENDO_ROOT_VP/member/ncbi-refseqs-dependo/NC_006261	NC_006261	AAV8	Adeno-associated virus 8	Parvovirinae	Dependoparvovirus	Dependo3	Dependoparvovirus-A	Dependo3	Dependoparvovirus-A	-	Homo sapiens	-	-
alignment/AL_UNC_DEPENDO_ROOT_VP/member/ncbi-refseqs-dependo/NC_006263	NC_006263	AvAAV-da1	Avian adeno-associated virus strain DA-1	Parvovirinae	Dependoparvovirus	Dependo2	Galloanserae	Dependo2	Galloanserae	-	-	-	USA
alignment/AL_UNC_DEPENDO_ROOT_VP/member/ncbi-refseqs-dependo/NC_014468	NC_014468	AAV-bat	Bat adeno-associated virus YNM	Parvovirinae	Dependoparvovirus	Dependo3	Chiroptera	Dependo3	Chiroptera	-	Myotis ricketti	-	China
alignment/AL_UNC_DEPENDO_ROOT_VP/member/ncbi-refseqs-dependo/NC_027429	NC_027429	BdrPV	Bearded dragon parvovirus strain 2014	Parvovirinae	Dependoparvovirus	Dependo1	Sauria	Dependo1	Sauria	-	Homo sapiens	-	Hungary
alignment/AL_UNC_DEPENDO_ROOT_VP/member/ncbi-refseqs-dependo/NC_038539	NC_038539	AAV-sealion	California sea lion adeno-associated virus 1	Parvovirinae	Dependoparvovirus	Dependo3	Carnivore	Dependo3	Carnivore	1187	Zalophus californianus (California sea lion)	-	USA: California
alignment/AL_UNC_DEPENDO_ROOT_VP/member/ncbi-refseqs-dependo/NC_040671	NC_040671	AvAAV-mhh	Avian adeno-associated virus isolate MHH-05-2015	Parvovirinae	Dependoparvovirus	Dependo2	Galloanserae	Dependo2	Galloanserae	MHH-05-2015	Cairina moschata	-	China
